speciesId	compartment	initialConcentration	annotation	Source Mapping	HGNC	Annotation	Unnamed: 5	Unnamed: 6	Unnamed: 7	Unnamed: 8	Unnamed: 9	Unnamed: 10	Unnamed: 11	Unnamed: 12	Unnamed: 13	Unnamed: 14	Unnamed: 15
cyt_prot_p_NRG1__ERBB3__EGFRvIII__PI3K2_	Cytoplasm	1.76E-27	P21860, Q02297	pHE3Ev3_PI3K2	NRG1, ERBB3, PIK3C2A	ENSG00000157168	ENSG00000065361	ENSG00000011405									
cyt_prot_p_EGFR__NRG1__ERBB3__PI3K2_	Cytoplasm	1.53E-15	Q02297, P00533, P21860	pE1HE3_PI3K2	EGFR, NRG1, ERBB3, PIK3C2A	ENSG00000146648	ENSG00000157168	ENSG00000065361	ENSG00000011405								
cyt_prot_p_NRG1__ERBB3__ERBB4__PI3K2_	Cytoplasm	3.30E-44	Q02297, P21860, Q15303	pHE3E4_PI3K2	NRG1, ERBB3, ERBB4, PIK3C2A	ENSG00000157168	ENSG00000065361	ENSG00000178568	ENSG00000011405								
cyt_prot_p_NRG1__ERBB3__NRG1__ERBB4__PI3K2_	Cytoplasm	2.07E-59	Q02297, P21860, Q15303	pHE3HE4_PI3K2	NRG1, ERBB3, ERBB4, PIK3C2A	ENSG00000157168	ENSG00000065361	ENSG00000178568	ENSG00000011405								
cyt_prot_p_ERBB2__NRG1__ERBB4__PI3K2_	Cytoplasm	3.32E-44	Q02297, P04626, Q15303	pE2HE4_PI3K2	ERBB2, NRG1, ERBB4, PIK3C2A	ENSG00000141736	ENSG00000157168	ENSG00000178568	ENSG00000011405								
cyt_prot_p_NRG1__ERBB4__EGFRvIII__PI3K2_	Cytoplasm	2.95E-55	Q15303, Q02297	pHE4Ev3_PI3K2	NRG1, ERBB4, PIK3C2A	ENSG00000157168	ENSG00000178568	ENSG00000011405									
cyt_prot_p_EGFR__NRG1__ERBB4__PI3K2_	Cytoplasm	2.57E-43	Q02297, P00533, Q15303	pE1HE4_PI3K2	EGFR, NRG1, ERBB4, PIK3C2A	ENSG00000146648	ENSG00000157168	ENSG00000178568	ENSG00000011405								
cyt_prot_p_ERBB3__NRG1__ERBB4__PI3K2_	Cytoplasm	3.06E-44	Q02297, P21860, Q15303	pE3HE4_PI3K2	ERBB3, NRG1, ERBB4, PIK3C2A	ENSG00000065361	ENSG00000157168	ENSG00000178568	ENSG00000011405								
cyt_prot_p_NRG1__ERBB4__ERBB4__PI3K2_	Cytoplasm	6.43E-72	Q15303, Q02297	pHE4E4_PI3K2	NRG1, ERBB4, PIK3C2A	ENSG00000157168	ENSG00000178568	ENSG00000011405									
cyt_prot_p_NRG1__ERBB4__NRG1__ERBB4__PI3K2_	Cytoplasm	2.20E-87	Q15303, Q02297	pHE4HE4_PI3K2	NRG1, ERBB4, PIK3C2A	ENSG00000157168	ENSG00000178568	ENSG00000011405									
cyt_prot_p_HGF__MET__MET__PI3K2_	Cytoplasm	7.72E-14	P14210, P08581	pHGF_Met_Met_PI3K2	HGF, MET, PIK3C2A	ENSG00000019991	ENSG00000105976	ENSG00000011405									
cyt_prot_p_HGF__MET__HGF__MET__PI3K2_	Cytoplasm	1.23E-27	P14210, P08581	pHGF_Met_HGF_Met_PI3K2	HGF, MET, PIK3C2A	ENSG00000019991	ENSG00000105976	ENSG00000011405									
cyt_prot_p_PDGFB__PDGFRB__PDGFB__PDGFRB__PI3K2_	Cytoplasm	3.17E-42	P16234, P04085, P09619, P01133	pPPrPPr_PI3K2	PDGFB, PDGFRA, PDGFRB, PIK3C2A	ENSG00000100311	ENSG00000134853	ENSG00000113721	ENSG00000011405								
cyt_prot_p_PDGFB__PDGFRB__PDGFRB__PI3K2_	Cytoplasm	4.73E-39	P16234, P04085, P09619, P01133	pPPrPr_PI3K2	PDGFB, PDGFRA, PDGFRB, PIK3C2A	ENSG00000100311	ENSG00000134853	ENSG00000113721	ENSG00000011405								
cyt_prot_p_FGF__FGFR__FGF__FGFR__PI3K2_	Cytoplasm	7.49E-32	P21781, P21802, P12034, P11362, Q9HCT0, O76093, O95750, O43320, P61328, Q9NP95, Q9GZV9, P05230, Q9NSA1, O60258, O15520, Q92915, P10767, P55075, P09038, Q92913, P31371, P08620, P11487, Q92914	pFFrFFr_PI3K2	FGF1, FGF2, FGFR1, FGFR2, PIK3C2A	ENSG00000113578	ENSG00000138685	ENSG00000077782	ENSG00000066468	ENSG00000011405							
cyt_prot_p_FGF__FGFR__FGFR__PI3K2_	Cytoplasm	1.94E-16	P21781, P21802, P12034, P11362, Q9HCT0, O76093, O95750, O43320, P61328, Q9NP95, Q9GZV9, P05230, Q9NSA1, O60258, O15520, Q92915, P10767, P55075, P09038, Q92913, P31371, P08620, P11487, Q92914	pFFrFr_PI3K2	FGF1, FGF2, FGFR1, FGFR2, PIK3C2A	ENSG00000113578	ENSG00000138685	ENSG00000077782	ENSG00000066468	ENSG00000011405							
cyt_prot_p_IGF__IGF1R__IGF1R__IRS__PI3K2_	Cytoplasm	9.68E-20	P35568, P01344, P05019, Q9Y4H2, P08069	pIIrIr_IRS_PI3K2	IGF1, IGF2, IGF1R, PIK3C2A	ENSG00000017427	ENSG00000167244	ENSG00000140443	ENSG00000011405								
cyt_prot_p_INS__INSR__INSR__IRS__PI3K2_	Cytoplasm	1.77E-17	P35568, P06213, Q9Y4H2, P01308	pINS_Isr_Isr_IRS_PI3K2	INS, INSR, PIK3C2A	ENSG00000254647	ENSG00000171105	ENSG00000011405									
cyt_prot_p_IGF__IGF1R__IGF1R__IGF__IRS__PI3K2_	Cytoplasm	1.14E-38	P35568, P01344, P05019, Q9Y4H2, P08069	pIIrIrI_IRS_PI3K2	IGF1, IGF2, IGF1R, PIK3C2A	ENSG00000017427	ENSG00000167244	ENSG00000140443	ENSG00000011405								
cyt_prot_p_INS__INSR__INSR__INS__IRS__PI3K2_	Cytoplasm	8.15E-35	P35568, P06213, Q9Y4H2, P01308	pINS_Isr_Isr_INS_IRS_PI3K2	INS, INSR, PIK3C2A	ENSG00000254647	ENSG00000171105	ENSG00000011405									
cyt_prot_int_p_EGF__EGFR__ERBB2__GRB2__SOS1__RAS_	Cytoplasm	9.51E-20	P01133, P00533, P04626, P62993, Q07889, P01112	pEE1E2int_G2_SOS_RasD	EGF, EGFR, ERBB2, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000138798	ENSG00000146648	ENSG00000141736	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775				
cyt_prot_int_p_EGF__EGFR__EGFRvIII__GRB2__SOS1__RAS__GDP_	Cytoplasm	3.89E-31	P01111, P01116, P01112, CHEBI:17552, Q07889, P01133	pEE1Ev3int_G2_SOS_RasD	EGF, EGFR, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000138798	ENSG00000146648	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775					
cyt_prot_int_p_EGF__EGFR__EGFR__GRB2__SOS1__RAS_	Cytoplasm	3.65E-19	Q07889, P00533, P62993, P01133	pEE1E1int_G2_SOS_RasD	EGF, EGFR, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000138798	ENSG00000146648	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775					
cyt_prot_int_p_EGF__EGFR__EGF__EGFR__GRB2__SOS1__RAS__GDP_	Cytoplasm	8.56E-37	P01111, P01116, P01112, CHEBI:17552, Q07889, P01133	pEE1EE1int_G2_SOS_RasD	EGF, EGFR, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000138798	ENSG00000146648	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775					
cyt_prot_int_p_EGF__EGFR__ERBB3__GRB2__SOS1__RAS__GDP_	Cytoplasm	3.83E-20	P01111,P01116, P01112, CHEBI:17552, Q07889, P01133	pEE1E3int_G2_SOS_RasD	EGF, EGFR, ERBB3, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000138798	ENSG00000146648	ENSG00000065361	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775				
cyt_prot_int_p_EGF__EGFR__NRG1__ERBB3__GRB2__SOS1__RAS__GDP_	Cytoplasm	1.99E-35	P01111,  Q02297, P01116, P01112, CHEBI:17552, Q07889, 	pEE1HE3int_G2_SOS_RasD	EGF, EGFR, NRG1, ERBB3, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000138798	ENSG00000146648	ENSG00000157168	ENSG00000065361	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775			
cyt_prot_int_p_EGF__EGFR__ERBB4__GRB2__SOS1__RAS__GDP_	Cytoplasm	6.33E-48	P01111, P01116, P01112, CHEBI:17552, Q07889, P01133	pEE1E4int_G2_SOS_RasD	EGF, EGFR, ERBB4, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000138798	ENSG00000146648	ENSG00000178568	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775				
cyt_prot_int_p_EGF__EGFR__NRG1__ERBB4__GRB2__SOS1__RAS__GDP_	Cytoplasm	6.82E-63	P01111,  Q02297, P01116, P01112, CHEBI:17552, Q07889, 	pEE1HE4int_G2_SOS_RasD	EGF, EGFR, NRG1, ERBB4, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000138798	ENSG00000146648	ENSG00000157168	ENSG00000178568	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775			
cyt_prot_int_p_ERBB2__NRG1__ERBB3__GRB2__SOS1__RAS__GDP_	Cytoplasm	2.51E-20	P01111,  Q02297, P01116, P01112, CHEBI:17552, Q07889, 	pE2HE3int_G2_SOS_RasD	ERBB2, NRG1, ERBB3, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000141736	ENSG00000157168	ENSG00000065361	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775				
cyt_prot_int_p_NRG1__ERBB3__EGFRvIII__GRB2__SOS1__RAS__GDP_	Cytoplasm	3.82E-31	P01111,  Q02297, P01116, P01112, CHEBI:17552, Q07889, 	pHE3Ev3int_G2_SOS_RasD	NRG1, ERBB3, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000157168	ENSG00000065361	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775					
cyt_prot_int_p_EGFR__NRG1__ERBB3__GRB2__SOS1__RAS__GDP_	Cytoplasm	3.09E-18	P01111,  Q02297, P01116, P01112, CHEBI:17552, Q07889, 	pE1HE3int_G2_SOS_RasD	EGFR, NRG1, ERBB3, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000146648	ENSG00000157168	ENSG00000065361	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775				
cyt_prot_int_p_NRG1__ERBB3__ERBB4__GRB2__SOS1__RAS__GDP_	Cytoplasm	6.71E-48	P01111,  Q02297, P01116, P01112, CHEBI:17552, Q07889, 	pHE3E4int_G2_SOS_RasD	NRG1, ERBB3, ERBB4, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000157168	ENSG00000065361	ENSG00000178568	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775				
cyt_prot_int_p_NRG1__ERBB3__NRG1__ERBB4__GRB2__SOS1__RAS__GDP_	Cytoplasm	4.21E-63	P01111,  Q02297, P01116, P01112, CHEBI:17552, Q07889, 	pHE3HE4int_G2_SOS_RasD	NRG1, ERBB3, ERBB4, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000157168	ENSG00000065361	ENSG00000178568	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775				
cyt_prot_int_p_ERBB2__NRG1__ERBB4__GRB2__SOS1__RAS__GDP_	Cytoplasm	1.50E-47	P01111,  Q02297, P01116, P01112, CHEBI:17552, Q07889, 	pE2HE4int_G2_SOS_RasD	ERBB2, NRG1, ERBB4, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000141736	ENSG00000157168	ENSG00000178568	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775				
cyt_prot_int_p_NRG1__ERBB4__EGFRvIII_int__GRB2__SOS1__RAS__GDP_	Cytoplasm	2.21E-58	P01111,  Q02297, P01116, P01112, CHEBI:17552, Q07889, 	pHE4Ev3int_G2_SOS_RasD	NRG1, ERBB4, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000157168	ENSG00000178568	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775					
cyt_prot_int_p_EGFR__NRG1__ERBB4__GRB2__SOS1__RAS__GDP_	Cytoplasm	1.78E-45	P01111,  Q02297, P01116, P01112, CHEBI:17552, Q07889, 	pE1HE4int_G2_SOS_RasD	EGFR, NRG1, ERBB4, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000146648	ENSG00000157168	ENSG00000178568	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775				
cyt_prot_int_p_ERBB3__NRG1__ERBB4__GRB2__SOS1__RAS__GDP_	Cytoplasm	6.23E-48	P01111,  Q02297, P01116, P01112, CHEBI:17552, Q07889, 	pE3HE4int_G2_SOS_RasD	ERBB3, NRG1, ERBB4, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000065361	ENSG00000157168	ENSG00000178568	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775				
cyt_prot_int_p_NRG1__ERBB4__ERBB4__GRB2__SOS1__RAS__GDP_	Cytoplasm	3.49E-75	P01111,  Q02297, P01116, P01112, CHEBI:17552, Q07889, 	pHE4E4int_G2_SOS_RasD	NRG1, ERBB4, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000157168	ENSG00000178568	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775					
cyt_prot_int_p_NRG1__ERBB4__NRG1__ERBB4__GRB2__SOS1__RAS__GDP_	Cytoplasm	1.20E-90	P01111,  Q02297, P01116, P01112, CHEBI:17552, Q07889, 	pHE4HE4int_G2_SOS_RasD	NRG1, ERBB4, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000157168	ENSG00000178568	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775					
cyt_prot_int_p_HGF__MET__MET__GRB2__SOS1__RAS__GDP_	Cytoplasm	6.98E-18	P01111,  P01116, P01112, CHEBI:17552, Q07889, P14210, 	pHGF_Met_Metint_G2_SOS_RasD	HGF, MET, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000019991	ENSG00000105976	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775					
cyt_prot_int_p_HGF__MET__HGF__MET__GRB2__SOS1__RAS__GDP_	Cytoplasm	1.11E-31	P01111,  P01116, P01112, CHEBI:17552, Q07889, P14210, 	pHGF_Met_HGF_Metint_G2_SOS_RasD	HGF, MET, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000019991	ENSG00000105976	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775					
cyt_prot_int_p_PDGFB__PDGFRB__PDGFB__PDGFRB__GRB2__SOS1__RAS__GDP_	Cytoplasm	1.43E-46	P01111,  P01116, P09619, P16234, P01112, CHEBI:17552, Q07889, 	pPPrPPrint_G2_SOS_RasD	PDGFB, PDGFRA, PDGFRB, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000100311	ENSG00000134853	ENSG00000113721	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775				
cyt_prot_int_p_PDGFB__PDGFRB__PDGFRB__GRB2__SOS1__RAS__GDP_	Cytoplasm	2.14E-43	P01111,  P01116, P09619, P16234, P01112, CHEBI:17552, Q07889, 	pPPrPrint_G2_SOS_RasD	PDGFB, PDGFRA, PDGFRB, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000100311	ENSG00000134853	ENSG00000113721	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775				
cyt_prot_int_p_FGF__FGFR__FGF__FGFR__GRB2__SOS1__RAS__GDP_	Cytoplasm	1.16E-35	P12034, P01111, Q9NSA1, P21781, P01116, Q9GZV9, O43320, Q92915, P09038, O60258, P08620, P05230, Q9HCT0, O95750, , Q92914,  P31371, P10767, Q9NP95, O76093, P61328, P11487, CHEBI:17552, Q92913, O15520, P01112, Q07889, P55075	pFFrFFrint_G2_SOS_RasD	FGF1, FGF2, FGFR1, FGFR2, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000113578	ENSG00000138685	ENSG00000077782	ENSG00000066468	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775			
cyt_prot_int_p_FGF__FGFR__FGFR__GRB2__SOS1__RAS__GDP_	Cytoplasm	2.63E-20	P12034, P01111, Q9NSA1, P21781, P01116, Q9GZV9, O43320, Q92915, P09038, O60258, P08620, P05230, Q9HCT0, O95750, , Q92914,  P31371, P10767, Q9NP95, O76093, P61328, P11487, CHEBI:17552, Q92913, O15520, P01112, Q07889, P55075	pFFrFrint_G2_SOS_RasD	FGF1, FGF2, FGFR1, FGFR2, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000113578	ENSG00000138685	ENSG00000077782	ENSG00000066468	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775			
cyt_prot_int_p_FGF__FGFR__FGF__FGFR__GRB2__SOS1__RAS__GDP_	Cytoplasm	5.18E-23	Q9Y4H2, P01111,  P01116, P35568, CHEBI:17552, P01112, P08069, 	pIIrIr_int_IRS_G2_SOS_RasD	IGF1, IGF2, IGF1R, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000017427	ENSG00000167244	ENSG00000140443	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775				
cyt_prot_int_p_INS__INSR__INSR__IRS__GRB2__SOS1__RAS__GDP_	Cytoplasm	1.38E-20	Q9Y4H2, P01111,  P01116, P35568, CHEBI:17552, P01112, P06213, 	pINS_Isr_Isr_int_IRS_G2_SOS_RasD	INS, INSR, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000254647	ENSG00000171105	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775					
cyt_prot_int_p_IGF__IGF1R__IGF1R__IGF__IRS__GRB2__SOS1__RAS__GDP_	Cytoplasm	6.12E-42	Q9Y4H2, P01111,  P01116, P35568, CHEBI:17552, P01112, P08069, 	pIIrIrI_int_IRS_G2_SOS_RasD	IGF1, IGF2, IGF1R, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000017427	ENSG00000167244	ENSG00000140443	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775				
cyt_prot_int_p_INS__INSR__INSR__INS__IRS__GRB2__SOS1__RAS__GDP_	Cytoplasm	6.36E-38	Q9Y4H2, P01111,  P01116, P35568, CHEBI:17552, P01112, P06213, 	pINS_Isr_Isr_INS_int_IRS_G2_SOS_RasD	INS, INSR, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000254647	ENSG00000171105	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775					
cyt_prot_p_EGF__EGFR__ERBB2__GRB2__SOS1__RAS__GDP_	Cytoplasm	1.34E-18	P01111, P01116, P01112, CHEBI:17552, Q07889, P01133	pEE1E2_G2_SOS_RasD	EGF, EGFR, ERBB2, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000138798	ENSG00000146648	ENSG00000141736	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775				
cyt_prot_p_EGF__EGFR__EGFRvIII__GRB2__SOS1__RAS__GDP_	Cytoplasm	5.48E-30	P01111, P01116, P01112, CHEBI:17552, Q07889, P01133	pEE1Ev3_G2_SOS_RasD	EGF, EGFR, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000138798	ENSG00000146648	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775					
cyt_prot_p_EGF__EGFR__EGFR__GRB2__SOS1__RAS__GDP_	Cytoplasm	3.70E-18	P01111, P01116, P01112, CHEBI:17552, Q07889, P01133	pEE1E1_G2_SOS_RasD	EGF, EGFR, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000138798	ENSG00000146648	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775					
cyt_prot_p_EGF__EGFR__EGF__EGFR__GRB2__SOS1__RAS__GDP_	Cytoplasm	8.67E-36	P01111, P01116, P01112, CHEBI:17552, Q07889, P01133	pEE1EE1_G2_SOS_RasD	EGF, EGFR, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000138798	ENSG00000146648	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775					
cyt_prot_p_EGF__EGFR__ERBB3__GRB2__SOS1__RAS__GDP_	Cytoplasm	5.40E-19	P01111, P01116, P01112, CHEBI:17552, Q07889, P01133	pEE1E3_G2_SOS_RasD	EGF, EGFR, ERBB3, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000138798	ENSG00000146648	ENSG00000065361	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775				
cyt_prot_p_EGF__EGFR__NRG1__ERBB3__GRB2__SOS1__RAS__GDP_	Cytoplasm	2.80E-34	P01111,  Q02297, P01116, P01112, CHEBI:17552, Q07889, 	pEE1HE3_G2_SOS_RasD	EGF, EGFR, NRG1, ERBB3, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000138798	ENSG00000146648	ENSG00000157168	ENSG00000065361	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775			
cyt_prot_p_EGF__EGFR__ERBB4__GRB2__SOS1__RAS__GDP_	Cytoplasm	8.89E-47	P01111, P01116, P01112, CHEBI:17552, Q07889, P01133	pEE1E4_G2_SOS_RasD	EGF, EGFR, ERBB4, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000138798	ENSG00000146648	ENSG00000178568	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775				
cyt_prot_p_EGF__EGFR__NRG1__ERBB4__GRB2__SOS1__RAS__GDP_	Cytoplasm	9.59E-62	P01111,  Q02297, P01116, P01112, CHEBI:17552, Q07889, 	pEE1HE4_G2_SOS_RasD	EGF, EGFR, NRG1, ERBB4, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000138798	ENSG00000146648	ENSG00000157168	ENSG00000178568	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775			
cyt_prot_p_ERBB2__NRG1__ERBB3__GRB2__SOS1__RAS__GDP_	Cytoplasm	3.28E-18	P01111,  Q02297, P01116, P01112, CHEBI:17552, Q07889, 	pE2HE3_G2_SOS_RasD	ERBB2, NRG1, ERBB3, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000141736	ENSG00000157168	ENSG00000065361	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775				
cyt_prot_p_NRG1__ERBB3__EGFRvIII__GRB2__SOS1__RAS__GDP_	Cytoplasm	4.98E-29	P01111,  Q02297, P01116, P01112, CHEBI:17552, Q07889, 	pHE3Ev3_G2_SOS_RasD	NRG1, ERBB3, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000157168	ENSG00000065361	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775					
cyt_prot_p_EGFR__NRG1__ERBB3__GRB2__SOS1__RAS__GDP_	Cytoplasm	4.35E-17	P01111,  Q02297, P01116, P01112, CHEBI:17552, Q07889, 	pE1HE3_G2_SOS_RasD	EGFR, NRG1, ERBB3, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000146648	ENSG00000157168	ENSG00000065361	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775				
cyt_prot_p_NRG1__ERBB3__ERBB4__GRB2__SOS1__RAS__GDP_	Cytoplasm	8.76E-46	P01111,  Q02297, P01116, P01112, CHEBI:17552, Q07889, 	pHE3E4_G2_SOS_RasD	NRG1, ERBB3, ERBB4, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000157168	ENSG00000065361	ENSG00000178568	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775				
cyt_prot_p_NRG1__ERBB3__NRG1__ERBB4__GRB2__SOS1__RAS__GDP_	Cytoplasm	5.49E-61	P01111,  Q02297, P01116, P01112, CHEBI:17552, Q07889, 	pHE3HE4_G2_SOS_RasD	NRG1, ERBB3, ERBB4, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000157168	ENSG00000065361	ENSG00000178568	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775				
cyt_prot_p_ERBB2__NRG1__ERBB4__GRB2__SOS1__RAS__GDP_	Cytoplasm	1.96E-45	P01111,  Q02297, P01116, P01112, CHEBI:17552, Q07889, 	pE2HE4_G2_SOS_RasD	ERBB2, NRG1, ERBB4, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000141736	ENSG00000157168	ENSG00000178568	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775				
cyt_prot_p_NRG1__ERBB4__EGFRvIII__GRB2__SOS1__RAS__GDP_	Cytoplasm	2.88E-56	P01111,  Q02297, P01116, P01112, CHEBI:17552, Q07889, 	pHE4Ev3_G2_SOS_RasD	NRG1, ERBB4, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000157168	ENSG00000178568	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775					
cyt_prot_p_EGFR__NRG1__ERBB4__GRB2__SOS1__RAS__GDP_	Cytoplasm	2.50E-44	P01111,  Q02297, P01116, P01112, CHEBI:17552, Q07889, 	pE1HE4_G2_SOS_RasD	EGFR, NRG1, ERBB4, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000146648	ENSG00000157168	ENSG00000178568	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775				
cyt_prot_p_ERBB3__NRG1__ERBB4__GRB2__SOS1__RAS__GDP_	Cytoplasm	8.13E-46	P01111,  Q02297, P01116, P01112, CHEBI:17552, Q07889, 	pE3HE4_G2_SOS_RasD	ERBB3, NRG1, ERBB4, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000065361	ENSG00000157168	ENSG00000178568	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775				
cyt_prot_p_NRG1__ERBB4__ERBB4__GRB2__SOS1__RAS__GDP_	Cytoplasm	4.55E-73	P01111,  Q02297, P01116, P01112, CHEBI:17552, Q07889, 	pHE4E4_G2_SOS_RasD	NRG1, ERBB4, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000157168	ENSG00000178568	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775					
